,SUBID,AROID,Sj�-id,Medeldjup,Maxdjup,Omsättningstid,wrt
384,1943,634520-137380,634488-137369,4.76,20.4,1.69,0.591715976331361
385,1944,634527-142392,634730-142429,1.99,4.7,0.81,1.2345679012345678
386,1945,634533-131004,634534-131045,3.98,,0.00302,331.1258278145695
387,1948,634555-140223,634716-140234,6.65,18.4,1.48,0.6756756756756757
388,1949,634569-138689,634225-138425,2.67,4.0,0.448,2.232142857142857
389,1950,634570-130388,634378-130353,19.9,57.0,4.89,0.20449897750511248
390,1951,634579-130542,634529-130569,7.91,30.0,3.31,0.3021148036253776
391,1952,634584-143325,634665-143220,7.22,27.5,4.1,0.24390243902439027
392,1956,634627-147774,634700-147899,3.86,11.0,0.0691,14.471780028943561
393,1957,634631-130762,634751-130909,12.2,30.0,0.346,2.8901734104046244
394,1958,634640-135380,634599-135343,4.41,8.6,0.104,9.615384615384615
395,1960,634642-142658,634690-142635,8.14,30.4,2.4,0.4166666666666667
396,1961,634645-132926,634391-132853,8.21,,0.00598,167.22408026755852
397,1964,634661-147179,634666-147194,4.35,11.5,0.285,3.5087719298245617
398,1969,634680-133808,635040-133900,9.27,38.0,2.08,0.4807692307692307
399,1972,634692-145963,634482-145983,6.84,28.2,0.762,1.3123359580052494
400,1977,634729-152726,634771-152976,4.77,10.5,0.329,3.03951367781155
401,1980,634738-130235,634729-130262,6.75,14.0,0.676,1.4792899408284024
402,1983,634756-144300,634979-144241,7.84,30.0,4.59,0.2178649237472767
403,1985,634759-153040,634736-153054,3.46,6.8,0.0676,14.792899408284025
404,1998,634807-147878,635144-148040,2.8,5.2,0.0305,32.78688524590164
405,2001,634811-139455,634760-139532,3.18,,0.0032,312.5
406,2004,634838-142577,634865-142509,4.35,,0.124,8.064516129032258
407,2008,634846-142220,635076-142186,2.02,2.9,0.266,3.7593984962406015
408,2011,634877-142427,634905-142438,3.57,,0.0476,21.008403361344538
409,2023,634950-143850,634984-143880,7.57,25.5,1.56,0.641025641025641
410,2030,634977-149860,635091-150305,8.46,22.5,1.58,0.6329113924050632
411,2031,634980-133470,634991-133494,7.61,21.0,0.19,5.2631578947368425
412,2033,634988-147210,634797-147347,6.07,18.0,0.677,1.4771048744460855
413,2035,634992-132700,634965-132822,7.52,24.0,1.18,0.8474576271186441
414,2037,634996-130453,635256-130337,23.3,60.0,3.79,0.2638522427440633
415,2040,635008-134992,635010-134905,8.94,28.0,0.244,4.098360655737705
416,2044,635049-134470,634861-134201,5.11,13.0,0.817,1.2239902080783354
417,2048,635053-149199,635115-149062,9.99,33.0,1.77,0.5649717514124294
418,2049,635062-143967,635144-144059,2.21,3.3,0.101,9.900990099009901
419,2059,635126-141576,635069-141445,4.94,,0.019,52.631578947368425
420,2067,635139-142189,635152-142183,3.64,,0.0234,42.73504273504273
421,2068,635141-135470,635132-135475,4.64,13.2,0.589,1.697792869269949
422,2077,635181-135012,635030-135088,5.53,16.5,0.164,6.097560975609756
423,2120,635437-148123,635388-148457,6.03,18.9,0.256,3.90625
424,2123,635457-131742,635387-131653,4.3,16.3,1.51,0.6622516556291391
425,2125,635465-148526,635472-148648,6.57,24.2,0.126,7.936507936507937
426,2128,635483-134893,635649-134713,5.31,15.4,0.487,2.053388090349076
427,2130,635503-146854,635546-146865,3.91,17.0,0.379,2.638522427440633
428,2131,635506-143661,635659-143585,4.49,16.0,4.32,0.23148148148148145
429,2133,635552-139077,635472-138728,3.96,,0.447,2.237136465324385
430,2134,635573-135430,635334-135239,8.97,23.5,0.664,1.506024096385542
431,2141,635595-152552,635637-152669,4.26,13.0,0.673,1.4858841010401187
432,2142,635603-150586,635629-150550,4.05,8.5,0.805,1.2422360248447204
433,2146,635627-130576,635793-130642,10.7,26.0,0.599,1.669449081803005
434,2152,635671-137920,635445-137969,3.86,11.5,0.604,1.6556291390728477
435,2153,635676-142969,635724-142864,4.1,14.4,1.89,0.5291005291005292
436,2162,635700-147800,635746-147808,8.62,20.0,1.29,0.7751937984496123
437,2164,635721-141936,635690-141888,4.12,,0.00212,471.6981132075472
438,2173,635793-148818,635795-148991,2.63,3.5,0.0046,217.3913043478261
439,2174,635794-144853,635890-144862,2.47,7.5,0.398,2.5125628140703515
440,2178,635822-149110,635856-149108,3.23,7.0,0.0123,81.30081300813008
441,2183,635850-133896,635825-133926,5.52,,0.00705,141.84397163120568
442,2188,635886-147903,635872-148002,4.44,,0.0582,17.18213058419244
443,2200,635930-149313,636104-149364,5.04,15.0,0.0596,16.778523489932887
444,2205,635965-149510,635958-149617,3.24,5.0,0.0189,52.91005291005291
445,2209,635985-141853,635899-141897,3.99,,0.00923,108.34236186348862
446,2210,636009-147447,635919-147488,6.98,7.4,5.27,0.18975332068311196
447,2211,636014-153136,635995-153192,13.0,33.0,0.144,6.944444444444445
448,2212,636015-138605,635883-138564,3.55,9.0,0.0936,10.683760683760683
449,2229,636090-152653,636162-152826,13.9,61.0,2.82,0.3546099290780142
450,2230,636103-148068,635910-148373,5.46,13.0,0.124,8.064516129032258
451,2231,636114-135754,636004-135778,9.76,22.0,0.439,2.277904328018223
452,2234,636137-147576,636055-147524,7.45,21.5,13.5,0.07407407407407407
453,2237,636157-139050,636099-139046,6.07,13.0,0.0539,18.552875695732837
454,2241,636167-132065,636092-132089,5.64,21.4,1.52,0.6578947368421053
455,2243,636170-132719,635936-132488,10.9,40.0,0.73,1.36986301369863
456,2244,636175-129251,636512-129668,12.7,42.0,2.83,0.35335689045936397
457,2251,636210-153946,636169-153984,2.97,6.3,0.0124,80.64516129032258
458,2256,636252-145272,636394-145583,5.85,16.0,0.136,7.352941176470588
459,2259,636280-146370,636348-146279,5.37,14.0,5.36,0.18656716417910446
460,2264,636307-135667,636195-135723,7.51,18.0,1.19,0.8403361344537815
461,2280,636373-138398,636263-138489,2.36,9.8,0.0718,13.927576601671309
462,2283,636401-140964,636254-140890,5.09,10.0,0.0197,50.76142131979696
463,2284,636403-140116,636340-140067,5.27,14.8,1.03,0.970873786407767
464,2302,636490-136769,636365-136675,10.1,23.3,0.0424,23.58490566037736
465,2303,636497-146991,636525-147070,6.73,,0.0026,384.61538461538464
466,2311,636523-138112,636438-138132,8.15,21.5,2.12,0.4716981132075471
467,2312,636524-153063,636561-153189,4.25,,0.0206,48.543689320388346
468,2321,636584-143725,636887-143795,5.65,17.0,6.0,0.16666666666666666
469,2329,636639-143255,636608-143223,3.32,,0.0769,13.003901170351106
470,2333,636658-145304,636635-145397,4.69,16.0,0.0272,36.76470588235294
471,2336,636664-152656,636700-152662,3.52,9.7,0.0347,28.81844380403458
472,2354,636742-131386,636712-131335,3.42,5.5,0.0213,46.948356807511736
473,2356,636747-136855,636632-136782,5.72,12.6,0.0165,60.6060606060606
474,2362,636755-153128,636680-153161,4.35,12.4,0.0754,13.262599469496022
475,2363,636758-152855,636784-152980,7.45,28.5,0.215,4.651162790697675
476,2364,636760-152187,636713-152326,3.79,12.0,0.0385,25.974025974025974
477,2366,636763-130914,636869-130895,11.9,30.0,0.545,1.8348623853211008
478,2371,636784-145093,636728-145193,3.68,13.5,0.0479,20.876826722338205
479,2376,636802-131664,636744-131612,5.82,13.0,0.0875,11.428571428571429
480,2390,636903-148483,636894-148513,4.13,12.0,0.0212,47.16981132075472
481,2394,636925-136936,636801-136926,5.32,11.4,0.019,52.631578947368425
482,2395,636931-151981,636792-152028,2.89,6.0,0.0337,29.673590504451038
483,2396,636935-130681,637541-131102,276.0,,0.627,1.594896331738437
484,2402,636973-134685,636944-134814,11.2,32.5,3.9,0.25641025641025644
485,2408,637002-148684,636742-148800,7.04,17.0,0.337,2.9673590504451037
486,2412,637022-144737,636957-144811,4.87,15.0,0.0647,15.45595054095827
487,2421,637057-136164,637078-135977,2.28,4.5,0.211,4.739336492890995
488,2422,637057-148200,637072-148216,8.81,23.5,1.83,0.5464480874316939
489,2423,637067-153494,636975-153631,2.99,9.0,0.885,1.1299435028248588
490,2450,637187-152970,637229-152919,3.53,10.9,0.232,4.310344827586206
491,2458,637211-128666,637260-128728,12.4,22.5,5.8,0.1724137931034483
492,2464,637259-137430,637234-137340,6.06,19.0,0.209,4.784688995215311
493,2477,637299-145981,637280-146040,6.68,15.0,0.0235,42.5531914893617
494,2482,637315-154746,637433-154830,6.06,17.8,6.82,0.14662756598240467
495,2485,637333-148253,637298-148248,4.4,,0.0664,15.06024096385542
496,2487,637340-137116,637089-137096,10.4,26.0,0.0686,14.57725947521866
497,2490,637358-144421,637477-144329,2.59,5.1,2.1,0.47619047619047616
498,2492,637380-151316,637263-151504,4.27,11.0,0.21,4.761904761904762
499,2495,637391-141377,637377-141364,4.03,,0.123,8.130081300813009
500,2496,637415-152570,637337-152682,3.9,13.0,0.23,4.3478260869565215
501,2501,637452-145201,637356-145274,2.89,6.0,1.58,0.6329113924050632
502,2514,637540-137791,637379-137645,6.5,25.2,1.1,0.9090909090909091
503,2515,637543-131183,637541-131102,276.0,,0.627,1.594896331738437
504,2516,637544-145821,637462-145818,7.37,14.8,0.0148,67.56756756756756
505,2521,637557-152889,637612-152940,3.24,9.9,0.0213,46.948356807511736
506,2524,637587-148571,637382-148784,7.07,16.0,1.95,0.5128205128205129
507,2526,637595-153995,637667-153997,5.87,13.5,0.0426,23.474178403755868
508,2527,637605-150562,637521-150480,1.99,4.0,3.42,0.29239766081871343
509,2529,637607-147157,637469-147319,5.3,10.5,3.71,0.2695417789757412
510,2530,637608-147782,637600-147819,4.35,,0.0324,30.8641975308642
511,2533,637633-153212,637345-153515,7.81,33.0,0.225,4.444444444444445
512,2537,637665-149013,637769-149284,8.84,27.8,2.59,0.3861003861003861
513,2550,637726-147436,637717-147471,3.03,11.0,0.0307,32.57328990228013
514,2551,637729-153637,637700-153915,13.0,31.0,3.22,0.3105590062111801
515,2556,637741-148278,637699-148258,1.77,2.4,0.0522,19.157088122605362
516,2564,637789-154210,637927-154155,3.4,8.7,2.9,0.3448275862068966
517,2568,637845-139057,637505-139197,3.13,6.8,0.0212,47.16981132075472
518,2569,637856-142639,638029-142710,4.31,8.5,2.42,0.4132231404958678
519,2572,637880-145362,638112-145315,3.94,,2.49,0.4016064257028112
520,2581,637910-140585,637990-140480,5.95,21.0,0.253,3.952569169960474
521,2582,637911-138090,638317-138010,8.21,26.8,0.943,1.0604453870625663
522,2587,637928-140374,637854-140353,3.75,9.4,0.0424,23.58490566037736
523,2591,637931-144267,638280-144298,5.3,,1.81,0.5524861878453039
524,2595,637937-128412,638030-128212,13.2,21.0,0.0906,11.037527593818984
525,2601,637977-152275,637939-152390,3.95,10.1,0.146,6.849315068493151
526,2602,637982-134487,638177-134276,7.58,,0.213,4.694835680751174
527,2603,637984-153502,638101-153532,5.06,13.0,1.6,0.625
528,2605,637990-128719,637933-128626,9.75,13.0,0.0203,49.26108374384237
529,2606,637996-149658,637994-149690,4.69,,0.0092,108.69565217391305
530,2608,638000-138859,638085-138862,2.03,5.2,0.614,1.6286644951140066
531,2616,638062-148514,638030-148585,7.09,24.4,3.63,0.27548209366391185
532,2618,638080-139946,637578-139974,2.93,,0.107,9.345794392523365
533,2619,638084-136882,638014-136892,4.56,17.0,0.307,3.257328990228013
534,2626,638121-147199,637794-147338,8.63,20.3,2.04,0.49019607843137253
535,2628,638124-145925,638011-145865,7.09,20.0,0.993,1.0070493454179255
536,2640,638179-142767,638020-142802,4.73,8.0,0.168,5.952380952380952
537,2645,638212-154097,638343-154195,8.01,28.5,0.0915,10.92896174863388
538,2646,638214-151472,638083-151634,8.88,24.0,1.97,0.5076142131979695
539,2649,638224-138929,638142-138918,2.42,7.2,0.117,8.547008547008547
540,2658,638272-149960,638315-150078,7.41,16.3,9.02,0.11086474501108648
541,2662,638295-138805,638161-138847,2.27,4.5,0.0831,12.03369434416366
542,2665,638313-146681,638146-146910,13.3,40.5,8.55,0.11695906432748537
543,2667,638314-152785,637897-153261,5.41,23.0,1.11,0.9009009009009008
544,2671,638325-140820,638030-140802,9.15,16.3,0.233,4.291845493562231
545,2674,638349-151926,638091-152095,6.13,23.0,0.317,3.1545741324921135
546,2680,638386-145197,638458-145177,3.54,8.0,0.652,1.5337423312883436
547,2684,638411-140592,638168-140554,10.7,31.3,0.723,1.3831258644536653
548,2689,638435-150707,638345-150697,5.79,,7.22,0.13850415512465375
549,2704,638542-149732,638443-150188,3.41,9.0,0.024,41.666666666666664
550,2711,638583-143606,638554-143719,3.13,,0.242,4.132231404958678
551,2713,638607-131070,638694-131285,15.6,29.0,4.8,0.20833333333333334
552,2722,638639-138621,638409-138549,5.04,18.2,2.05,0.48780487804878053
553,2727,638668-142826,638819-142813,5.33,10.9,1.08,0.9259259259259258
554,2734,638695-135875,638486-135731,3.9,8.0,0.139,7.194244604316546
555,2738,638710-146700,638725-146677,4.64,13.0,2.08,0.4807692307692307
556,2739,638712-127444,638700-127393,8.88,20.0,2.57,0.38910505836575876
557,2741,638721-127370,638684-127331,3.01,8.5,0.206,4.8543689320388355
558,2751,638769-130158,638770-130088,7.73,14.5,0.538,1.858736059479554
559,2754,638783-129401,638590-129348,9.43,32.0,2.58,0.38759689922480617
560,2755,638792-145121,638721-145140,5.2,8.0,0.0184,54.34782608695652
561,2757,638805-143203,638925-143297,3.37,4.5,1.9,0.5263157894736842
562,2760,638830-148930,638664-148953,5.52,13.5,0.0171,58.47953216374269
563,2765,638853-140212,638804-140366,2.9,,0.0307,32.57328990228013
564,2766,638857-145348,638622-145301,4.81,7.5,0.0146,68.4931506849315
565,2779,638919-144806,638875-144949,6.27,18.5,0.493,2.028397565922921
566,2781,638922-146026,638513-146360,3.66,10.5,1.04,0.9615384615384615
567,2783,638924-152456,638739-152614,4.23,,0.0378,26.455026455026456
568,2786,638935-139587,639243-139625,7.7,18.0,0.434,2.3041474654377883
569,2787,638940-132838,639134-132882,9.01,30.5,0.694,1.4409221902017293
570,2789,638950-149212,639015-149340,6.22,,5.49,0.18214936247723132
571,2790,638952-144458,639017-144472,6.49,19.2,12.8,0.078125
572,2804,639026-147625,639022-147631,3.54,5.0,0.00915,109.2896174863388
573,2805,639027-142475,639170-142371,5.32,14.5,1.8,0.5555555555555556
574,2808,639035-152305,639017-152301,4.21,,0.0249,40.16064257028113
575,2812,639086-154592,638936-154556,4.52,,0.0162,61.7283950617284
576,2822,639133-133715,639011-133547,8.51,20.8,1.54,0.6493506493506493
577,2832,639166-136297,638881-136307,5.49,13.0,0.107,9.345794392523365
578,2833,639176-144425,639254-144481,6.34,18.2,2.07,0.48309178743961356
579,2843,639226-144128,639366-144159,3.95,,1.34,0.7462686567164178
580,2845,639237-150914,639260-151005,5.78,,6.92,0.14450867052023122
581,2848,639253-129395,639248-129354,19.8,50.0,1.28,0.78125
582,2852,639260-135424,639084-135328,4.76,,1.08,0.9259259259259258
583,2853,639265-154320,639128-154543,6.71,,0.103,9.708737864077671
584,2857,639300-145909,639260-145910,8.3,25.5,4.61,0.21691973969631234
585,2872,639366-135836,639160-135729,3.31,10.4,0.374,2.6737967914438503
586,2879,639410-139644,639480-139642,3.08,,0.00699,143.0615164520744
587,2882,639415-153876,639336-154119,6.71,,0.0628,15.923566878980893
588,2886,639429-153421,639380-153550,4.5,,0.0181,55.24861878453038
589,2889,639439-134798,639455-134923,3.32,,0.32,3.125
590,2890,639446-145354,639412-145078,4.38,8.5,0.151,6.622516556291391
591,2903,639512-132115,639330-132199,6.4,22.5,0.331,3.021148036253776
592,2904,639513-128505,639585-128358,16.7,48.0,3.49,0.28653295128939826
593,2908,639526-128742,639467-128620,8.62,25.0,1.18,0.8474576271186441
594,2913,639585-128263,639427-128332,5.77,14.0,0.158,6.329113924050633
595,2925,639630-137568,639635-137710,2.61,10.7,0.415,2.4096385542168677
596,2928,639649-148107,639619-148265,6.59,21.0,0.719,1.3908205841446455
597,2931,639669-128114,639565-128173,7.84,23.0,1.94,0.5154639175257733
598,2942,639725-141268,639911-141350,11.8,30.0,3.07,0.32573289902280134
599,2945,639734-139698,639836-139755,3.91,7.6,0.504,1.9841269841269842
600,2946,639738-136222,639568-136101,6.51,18.3,0.648,1.5432098765432098
601,2948,639739-137381,639725-137271,1.84,3.1,0.941,1.0626992561105209
602,2949,639742-153689,639866-153690,5.19,16.0,2.69,0.3717472118959108
603,2955,639785-134072,639362-134159,12.8,28.4,1.16,0.8620689655172414
604,2956,639788-128447,639716-128396,8.37,18.0,1.66,0.6024096385542169
605,2967,639837-147637,639806-147693,3.44,,0.033,30.3030303030303
606,2972,639871-127809,639929-127630,23.3,23.0,0.357,2.801120448179272
607,2978,639893-142708,640018-142712,3.18,,0.847,1.1806375442739079
608,2979,639900-127585,639849-127544,11.3,11.0,0.035,28.57142857142857
609,2980,639900-143025,639905-143013,4.21,,0.328,3.048780487804878
610,2989,639929-153495,639814-153618,10.4,26.0,5.95,0.1680672268907563
611,2991,639937-128157,639898-128091,9.72,24.0,0.196,5.1020408163265305
612,2993,639940-151497,639944-151540,3.68,,0.0306,32.67973856209151
613,2998,639969-142181,640044-142202,5.15,14.6,4.36,0.2293577981651376
614,3003,640006-150116,640446-149870,7.28,,0.457,2.1881838074398248
615,3016,640041-138240,640038-138247,7.76,16.6,0.415,2.4096385542168677
616,3019,640063-145269,639944-145257,4.18,9.0,0.484,2.066115702479339
617,3022,640084-135251,639683-134896,14.0,39.5,1.58,0.6329113924050632
618,3028,640106-143383,640243-143249,5.29,13.1,2.96,0.33783783783783783
619,3033,640156-127600,640259-127546,5.66,23.0,1.32,0.7575757575757576
620,3038,640189-127666,640193-127664,5.89,18.0,0.998,1.002004008016032
621,3041,640210-154812,640195-154814,3.32,5.0,1.56,0.641025641025641
622,3053,640256-141497,640333-141495,3.87,8.7,0.0701,14.265335235378032
623,3057,640277-144740,640103-144811,4.02,,1.36,0.7352941176470588
624,3069,640350-153381,640336-153652,24.4,58.0,13.5,0.07407407407407407
625,3070,640353-166839,640431-166731,0.598,1.7,1.51,0.6622516556291391
626,3075,640378-142824,640613-142734,5.49,10.2,0.233,4.291845493562231
627,3077,640383-128047,640421-128188,7.79,32.0,2.93,0.341296928327645
628,3078,640385-144000,640395-144005,4.36,,0.105,9.523809523809524
629,3079,640391-150917,640368-150970,5.83,,2.3,0.4347826086956522
630,3080,640396-129044,640473-129112,8.44,24.0,5.96,0.16778523489932887
631,3085,640416-130041,640292-129933,15.1,35.0,1.12,0.8928571428571428
632,3106,640497-151282,640083-151412,5.09,,2.69,0.3717472118959108
633,3115,640514-153821,640227-153918,9.09,27.0,4.52,0.22123893805309736
634,3121,640576-143196,640529-143024,5.7,16.0,0.753,1.3280212483399734
635,3127,640619-129108,640679-129000,7.82,25.0,3.38,0.2958579881656805
636,3128,640623-154228,640273-154440,5.75,26.7,5.63,0.17761989342806395
637,3129,640627-140357,640627-140342,5.04,11.3,0.0314,31.847133757961785
638,3131,640637-129338,640364-129240,17.5,42.0,3.39,0.2949852507374631
